id	account_name	biz	total	yxgm	yxpl	rkd	read_count_d	frequency_d	like_count_d	is_original	qr_code_url	brief_intro
MzI5MTE1MTQzNw==	妈咪成长手册	lamacrazy	72.22	82.83	69.71	61.71	6786445.0	246	12880.0	0.0	http://open.weixin.qq.com/qr/code/?username=lamacrazy	这是由一群海归妈妈、育儿达人创立的公众号，分享最靠谱的育儿知识，时尚穿搭，瘦身技巧，健康食谱，亲子早教……助力妈咪成长，给宝宝最好的陪伴，加入我们，「做辣妈，不做大妈」。
MjM5NjY0ODQ4MA==	婴贝儿之家	sdyingbb	71.98	77.47	80.83	56.4	2453662.0	594	5702.0	11.0	http://open.weixin.qq.com/qr/code/?username=sdyingbb	济南婴贝儿客户服务专用
MzA4MzI3OTUxMg==	一小时爸爸	hrdaddy	71.95	83.35	66.78	63.15	7499752.0	195	16061.0	97.0	http://open.weixin.qq.com/qr/code/?username=hrdaddy	我们致力于让你做更好的爸爸；让你的老公成为更好的爸爸；让你分享做好爸爸的经验和欣喜。&nbsp;我们的理念是：把爸爸拉入小家伙的成长轨迹，有些事情妈妈做不到！（本公众号为北京英赛网络有限公司所有，内容除特殊说明外均为原创，转载请注明来源）
MzA3NDk1NzUyMQ==	microHUGO	bnchuangtou	71.88	74.87	79.37	60.74	1498990.0	529	11090.0	0.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491292945&ver=1&signature=FxY-nNRjFUAvxwa8Wjy3Mj7UWDYwyZPdyWozreu-beEOq631C6ZMe8XVWW30VYOcOD4t4fFLx4jTrieF3Xpqoujmx3YMFfjiMTqgksEIaLs=	如果有一天你想取消关注;请记得我们曾经相爱过
MjM5NDE1NDc3OA==	张思莱医师	zhangsilaiyishi	71.74	83.44	65.63	63.51	7620379.0	178	16959.0	103.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491293237&ver=1&signature=D6OrCEWa7PIn6WbCjv4kpYNmo3c9yhHB3tVErZt6A3Q8iALz5t9z0*Jxi5jV8VYsE9eJ1GRc3uVqr49AoYGDeQY2iQFETdpAmLuW-mDTPww=	儿内科张思莱医师是深受中国千万爸妈信赖的育儿专家，也是国内最早在线咨询专家之一.2013年张思莱医师9亿多次微博点击，为全国育儿大V冠军.张奶奶以专业观点和公益诚心出击自媒体，传播科学理念，帮助年轻的爸...
MzA5Mjc4NzQ4NQ==	大J小D	jiayoubaobao2015	71.52	82.67	60.57	68.8	6588623.0	119	38205.0	103.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491106068&ver=1&signature=2dXs58UkQB3q1p8G-mOlkeHGFg1UBizS5fqe99fkx2xg4ZFS7pQejf3Y*N8vBLmIAJ*ABOEwNuKwhrSW9r5cf4l2F5llfCWNrDC7rpHDK*E=	坐标美国纽约，曾知名外企经理，现全职妈妈.分享在美国学到的育儿知识，没有理论翻译，只有在儿医指导下亲身实践心得.包括运动发育、认知发展、喂养辅食，性格培养.用心的育儿记录，陪伴大家一起成长
MzA5NjUwOTYwOA==	萌芽研究所BUD	myyjs_bud	71.43	81.59	68.13	62.29	5370792.0	217	14083.0	112.0	http://open.weixin.qq.com/qr/code/?username=myyjs_bud	宇宙第一认真育儿号，没有好货，绝不迎客。主理人萌芽，育有两娃，港大毕业，专注情绪取向婚姻治疗与亲子沟通，曾师从香港Top1心理督导，为香港一线注册社工。科普、社群、课堂、好物……我们愿意陪伴每位爸妈育儿育己，共同成长。关注有礼哦！
MzA4NjM2MDA1NA==	母婴悦读	muyingyuedu	71.36	74.44	83.21	55.75	1381212.0	717	5162.0	0.0	http://open.weixin.qq.com/qr/code/?username=muyingyuedu	父母是全世界重要的职业，可是我们基本都没经过培训，就仓促上岗了！&nbsp;“母婴悦读”致力为人父母者，提供＂生＂&quot;养&quot;&quot;教&quot;与爱的知识和技能，从精神到营养、健康上抚育新时代中国人！&nbsp;“母婴悦读”，每天早7前点发布，谁读谁受益，名门望族，自你肇始！
MjM5NDcwMzA4Mw==	童书妈妈三川玲	tongshuchubanmama	71.33	78.49	71.43	62.46	2976960.0	282	14436.0	153.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491106981&ver=1&signature=*ykVuwZlcgjbkKrDnE7yMmeTd90vjokqHIJIGf93ejLPCYtC5ZZY94p6k90vMMTkwfuXDib16HYrGMau6WmtBER1fVPo4w4HYO8vTy5ysU0=	分享新生代家庭教育资源
MzI2OTQ0MzkwNw==	爱吃饭学堂	bbchifan	71.31	79.55	77.33	55.18	3646010.0	450	4727.0	229.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491291687&ver=1&signature=cxbHa3omqfnLMpBia4AS5PmCu34A9wKW5iaRr57faDB1rm7y**WKtk*UL1DUemcYfd42JNOPosCwWMKx2iMwznNOce8rQ1lTZcdXulNnV6k=	0~3岁科学喂养智库.这里有食谱、文章、配餐、课堂.让妈妈爱做饭，让宝宝爱吃饭!
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.27	79.1	76.45	56.48	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.27	79.1	76.45	56.48	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.27	79.1	76.45	56.48	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.27	79.1	76.45	56.48	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.27	79.1	76.45	56.48	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.27	79.1	76.45	56.48	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.27	79.1	76.45	56.48	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.27	79.1	76.45	56.48	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.27	79.1	76.45	56.48	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.27	79.1	76.45	56.48	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.27	79.1	76.45	56.48	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.27	79.1	76.45	56.48	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.27	79.1	76.45	56.48	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.27	79.1	76.45	56.48	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.27	79.1	76.45	56.48	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.27	79.1	76.45	56.48	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.48	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.47	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.09	76.45	56.47	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.09	76.45	56.47	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.47	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.09	76.45	56.47	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.09	76.45	56.47	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.48	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.47	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.48	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.47	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.09	76.45	56.47	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.09	76.45	56.47	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.09	76.45	56.47	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.09	76.45	56.47	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.48	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.48	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.47	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.48	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.48	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.09	76.45	56.47	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.09	76.45	56.47	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.47	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.47	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.47	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.48	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.47	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.48	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.09	76.45	56.47	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.09	76.45	56.47	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.47	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.09	76.45	56.47	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.09	76.45	56.47	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.47	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.47	3338415.0	420	5766.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.48	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.48	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.09	76.45	56.47	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.48	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.48	3330044.0	420	5763.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发展王荣辉	w4008780066	71.26	79.08	76.45	56.48	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.47	3342608.0	420	5774.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
MzA3OTYzNzMwOA==	婴幼儿发育王荣辉	w4008780066	71.26	79.08	76.45	56.48	3334237.0	420	5771.0	62.0	http://open.weixin.qq.com/qr/code/?username=w4008780066	专注于婴幼儿发展研究，包括原始反射与反射、感官发展、运动发展等。主要课题包括婴幼儿护理、睡眠能力、进食能力、如厕引导、语言能力、专注力、安全感（偏生理发育方向）、情绪管理等。
